incident_id,company_name,company_revenue_usd,country_hq,industry_primary,industry_secondary,employee_count,is_public_company,stock_ticker,incident_date,incident_date_estimated,discovery_date,disclosure_date,attack_vector_primary,attack_vector_secondary,attack_chain,attributed_group,attribution_confidence,data_compromised_records,data_type,systems_affected,downtime_hours,data_source_primary,data_source_secondary,data_source_type,confidence_tier,quality_score,quality_grade,review_flag,notes,created_at,updated_at
2024-0707-001,MatrixPress Components Group Inc.,13828316574.01,US,31-33,,112233,True,MATR,2024-07-07,False,2024-07-19,2024-08-27,data_breach,backdoor,Not Available,Unknown,,2287272.0,PII,"customer_database,email,SCADA,website",53.6,https://www.theregister.com/2024/08/08/matrixpress-componen_security_incident/,,verified_media,4,74.66,Silver,,Incident Scope Expanded During Investigation; Initial Disclosure Understated Impact,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0306-001,ChargeSpark Corp Holdings Ltd.,3417426224.12,IN,22,,15689,False,nan,2025-03-06,False,2025-03-25,2025-04-12,phishing,,Not Available,Unknown,,56133.0,,"VPN,active_directory,manufacturing_OT",53.6,https://www.theregister.com/2025/11/23/chargespark-corp-hol_security_incident/,,verified_media,4,72.25,Silver,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-1218-001,Osprey Subsurface Mining Pvt. Ltd.,84708620.41,IN,21,,163,False,nan,2025-12-18,False,2025-12-28,2026-02-03,supply_chain,malware,Compromised Third-Party Software Update → Trojanized DLL Sideloaded → C2 Beacon Established → Persistent Access Across Customer Environments,BlackCat/ALPHV,unknown,56133.0,,"SSO,ERP",73.91,https://www.aepd.es/decisions/2025/04/INQ-2025-00622,https://www.osprey-subsurface-mining-.com/newsroom/2025/02/security-update,gdpr_notification,1,99.59,Gold,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0410-001,StructureConcrete Group Corp.,80308966.59,HK,23,,978,False,nan,2025-04-10,True,2025-04-13,2025-04-30,ddos,,Multi-Vector Botnet Activation → Volumetric UDP Reflection (900 Gbps Peak) → Application-Layer HTTP/2 Flood → 18-Hour Service Degradation,BianLian,probable,56133.0,,"SCADA,VPN,ERP",35.19,https://blog.talosintelligence.com/2025/03/structureconcrete-gr-campaign.html,https://www.structureconcrete-group-c.com/newsroom/2025/07/security-update,cybersecurity_firm,3,84.73,Silver,,Incident Date Based On Forensic Timeline Reconstruction (+-2 Days),2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-1001-002,Redwood Citadel Agency Co.,433207264.76,US,92,,6258,False,nan,2021-10-01,False,2021-10-12,2021-10-21,phishing,,Not Available,LockBit,probable,137168.0,credentials,"VPN,website,SCADA",53.6,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001632052&type=8-K&dateb=20211001&owner=include&count=10,,sec_filing,1,98.7,Gold,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0202-001,MedNeuro Genomics Holdings Ltd.,1314461627.95,IN,62,,9017,True,MEDN.NS,2024-02-02,False,2024-02-12,2024-02-20,ddos,,Multi-Vector Botnet Activation → Volumetric UDP Reflection (900 Gbps Peak) → Application-Layer HTTP/2 Flood → 18-Hour Service Degradation,Unknown,,56133.0,,"SCADA,cloud_infrastructure",31.0,https://unit42.paloaltonetworks.com/threat-brief-medneuro-genomics-ho-2024/,,cybersecurity_firm,3,55.8,Bronze,low_quality_score,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0409-001,Bravo Zephyr Engineering Holdings PLC,76762678830.76,GB,31-33,72,254977,True,BZE.L,2021-04-09,False,2021-04-16,2021-06-05,supply_chain,,Compromised Third-Party Software Update → Trojanized DLL Sideloaded → C2 Beacon Established → Persistent Access Across Customer Environments,REvil,probable,56133.0,,"backup_systems,website",23.77,https://krebsonsecurity.com/2021/01/bravo-zephyr-enginee-breach-exposes-data/,https://www.crowdstrike.com/blog/bravo-zephyr-enginee-intrusion-analysis-2021/,verified_media,4,83.96,Silver,,Initially Reported As IT Maintenance Outage; Later Reclassified As Security Incident,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0112-001,Fitzgerald Distribution Co.,70097085.47,US,44-45,,417,False,nan,2025-01-12,False,2025-01-17,2025-01-27,malware,,Trojanized Installer via SEO-Poisoned Download → Fileless PowerShell Execution → Registry Run-Key Persistence → Credential Dumping via LSASS → Data Staged for Exfiltration,APT28,suspected,11755018.0,PII,"customer_database,CRM",223.56,https://www.theregister.com/2025/06/06/fitzgerald-distribut_security_incident/,,verified_media,4,91.97,Gold,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-1231-002,RemedyOncus Diagnostics Group Inc.,525267715.02,US,62,,3823,False,nan,2024-12-31,False,2025-01-06,2025-02-08,ransomware,,Phishing Email with Weaponized Attachment → Credential Theft via Mimikatz → Lateral Movement via RDP/SMB → Active Directory Compromise → Ransomware Deployment Across Domain-Joined Hosts,Unknown,,48882.0,PII,"payment_systems,file_servers,backup_systems,active_directory,cloud_infrastructure",12.09,https://www.remedyoncus-diagnostics-g.com/newsroom/2024/12/security-update,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001421828&type=8-K&dateb=20241114&owner=include&count=10,company_pr,2,99.16,Gold,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0529-002,Quantum Timber Financial Holdings Inc.,56791908.85,US,52,42,130,False,nan,2025-05-29,False,2025-08-30,2025-10-21,phishing,,Not Available,Play,unknown,3277189.0,mixed,SSO,53.6,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001920282&type=8-K&dateb=20250811&owner=include&count=10,https://therecord.media/2025/07/05/quantum-timber-financial--breached,sec_filing,1,60.51,Bronze,,Data Exfiltration Confirmed Via Dark Web Monitoring Service,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0627-002,Tanaka Microsystems Group Inc.,33697665175.65,US,51,,67893,True,TAN1,2024-06-27,False,2024-07-03,2024-07-19,ransomware,,Phishing Email with Weaponized Attachment → Credential Theft via Mimikatz → Lateral Movement via RDP/SMB → Active Directory Compromise → Ransomware Deployment Across Domain-Joined Hosts,REvil,suspected,8332.0,mixed,"VPN,SSO,payment_systems,SCADA",7.14,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001973550&type=8-K&dateb=20240416&owner=include&count=10,,sec_filing,1,62.77,Bronze,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-1017-001,ClinicalCardio Diagnostics SE,123469951.93,DE,62,,988,False,nan,2023-10-17,False,2023-10-22,2023-12-11,ransomware,,Not Available,REvil,suspected,99672.0,PII,active_directory,53.6,https://unit42.paloaltonetworks.com/threat-brief-clinicalcardio-diagn-2023/,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001363152&type=8-K&dateb=20230220&owner=include&count=10,cybersecurity_firm,3,95.35,Gold,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0418-001,Graham Platforms AG,26044585897.11,DE,51,62,47573,True,GRAH.DE,2025-04-18,False,2025-04-25,2025-05-08,phishing,ransomware,Not Available,Unknown,,2096498.0,mixed,"CRM,ERP,payment_systems,SSO",53.6,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001742803&type=8-K&dateb=20250821&owner=include&count=10,,sec_filing,1,89.73,Gold,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0318-001,Hawk Crown Genomics Corp.,35904910.39,BE,62,56,229,False,nan,2023-03-18,False,2023-03-30,2023-05-05,apt,,Zero-Day Exploit in Edge Device → Fileless Implant in Memory → Scheduled Task Persistence → Low-And-Slow Data Staging → Encrypted Exfiltration over DNS Tunneling,Unknown,,1457.0,financial,website,31.06,https://www.aepd.es/decisions/2023/05/INQ-2023-00633,https://www.mandiant.com/resources/blog/hawk-crown-genomics--incident-response-2023,gdpr_notification,1,87.09,Gold,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0903-001,Harbor Skill Institute Group Inc.,4159665365.4,PL,61,71,48974,False,nan,2021-09-03,False,2021-09-07,2021-12-14,ddos,,Multi-Vector Botnet Activation → Volumetric UDP Reflection (900 Gbps Peak) → Application-Layer HTTP/2 Flood → 18-Hour Service Degradation,Unknown,,56133.0,,active_directory,53.6,https://blog.talosintelligence.com/2021/03/harbor-skill-institu-campaign.html,,cybersecurity_firm,3,79.2,Silver,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0305-001,HelixLink Ventures Ltd.,106153600299.59,IE,51,,268582,True,HELI.IR,2022-03-05,False,2022-03-07,2022-03-31,ransomware,,Phishing Email with Weaponized Attachment → Credential Theft via Mimikatz → Lateral Movement via RDP/SMB → Active Directory Compromise → Ransomware Deployment Across Domain-Joined Hosts,Unknown,,7500587.0,mixed,"backup_systems,file_servers",363.78,https://www.bleepingcomputer.com/news/security/helixlink-ventures-ltd-hit-by-cyberattack-2022/,,verified_media,4,70.41,Silver,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-1120-001,Talon Arc Computing AG,1247982077.15,DE,51,,3789,True,TAC.DE,2023-11-20,True,2023-12-20,2024-01-11,phishing,,Not Available,BlackSuit,probable,2056954.0,health,"customer_database,SSO,payment_systems,cloud_infrastructure",53.6,https://www.aepd.es/decisions/2023/05/INQ-2023-00636,https://therecord.media/2023/04/05/talon-arc-computing-ag-breached,gdpr_notification,1,68.33,Bronze,,Initially Reported As IT Maintenance Outage; Later Reclassified As Security Incident,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0524-001,Titan Matrix Works Holdings Inc.,52754036.4,US,31-33,,174,False,nan,2023-05-24,False,2023-05-25,2023-06-01,supply_chain,,Compromised Third-Party Software Update → Trojanized DLL Sideloaded → C2 Beacon Established → Persistent Access Across Customer Environments,Unknown,,56133.0,,ERP,14.28,https://www.aepd.es/decisions/2023/01/INQ-2023-00637,https://www.bleepingcomputer.com/news/security/titan-matrix-works-holdin-hit-by-cyberattack-2023/,gdpr_notification,1,65.59,Bronze,,Initially Reported As IT Maintenance Outage; Later Reclassified As Security Incident,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0310-001,Yamamoto Financial Corp.,89753862515.15,KR,52,,438141,True,YAMA.KS,2023-03-10,False,2023-03-20,2023-03-26,phishing,,Spear-Phishing Campaign Targeting Finance Team → Credential Harvesting Through Cloned SSO Portal → Email Account Compromise → BEC Wire Transfer or Data Exfiltration,Unknown,,12994.0,mixed,"file_servers,customer_database,HR_systems,VPN",53.6,https://www.yamamoto-financial-corp.com/newsroom/2023/09/security-update,https://unit42.paloaltonetworks.com/threat-brief-yamamoto-financial-c-2023/,company_pr,1,85.32,Gold,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0215-002,Raleigh Biotech Co.,653390672.4,US,62,,5704,True,RALE,2025-02-15,False,2025-05-17,2025-07-26,ransomware,,Not Available,BianLian,unknown,4099.0,credentials,"CRM,backup_systems,file_servers,SCADA",22.66,https://therecord.media/2025/01/01/raleigh-biotech-co-breached,https://www.raleigh-biotech-co.com/newsroom/2025/07/security-update,verified_media,4,72.3,Silver,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0613-002,Zenith Epoch Corp Inc.,422637191.46,CA,22,,721,False,nan,2025-06-13,False,2025-07-13,2025-08-22,phishing,,Not Available,Unknown,,192048.0,PII,"VPN,cloud_infrastructure,SSO",53.6,https://www.bleepingcomputer.com/news/security/zenith-epoch-corp-inc-hit-by-cyberattack-2025/,https://www.crowdstrike.com/blog/zenith-epoch-corp-in-intrusion-analysis-2025/,verified_media,4,64.92,Bronze,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0525-001,Crawford Sciences Holdings Inc.,118883620.47,US,62,,918,False,nan,2022-05-25,False,2022-05-29,2022-07-06,malware,,Trojanized Installer via SEO-Poisoned Download → Fileless PowerShell Execution → Registry Run-Key Persistence → Credential Dumping via LSASS → Data Staged for Exfiltration,Turla,probable,5915.0,mixed,"payment_systems,file_servers,SSO,CRM,VPN",91.99,https://krebsonsecurity.com/2022/11/crawford-sciences-ho-breach-exposes-data/,https://www.crawford-sciences-holding.com/newsroom/2022/12/security-update,verified_media,4,98.57,Gold,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0912-002,Whitfield Diagnostics S.r.l.,36252630.85,IT,62,,210,False,nan,2025-09-12,False,2025-09-18,2025-10-22,ddos,,Not Available,Unknown,,56133.0,,"email,website,active_directory,VPN",53.6,https://blog.talosintelligence.com/2025/03/whitfield-diagnostic-campaign.html,https://www.whitfield-diagnostics-srl.com/newsroom/2025/05/security-update,cybersecurity_firm,2,61.94,Bronze,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0625-001,DigitalSoft Ventures Co.,136009063315.17,US,51,52,237886,True,DIGI,2024-06-25,False,2024-06-28,2024-08-02,backdoor,,Exploitation of Unpatched VPN Appliance → Web Shell Implant → SSH Backdoor Installed → Persistent Access Maintained for 6+ Months → Bulk Data Exfiltration,Unknown,,56133.0,,email,53.6,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001864894&type=8-K&dateb=20241210&owner=include&count=10,,sec_filing,1,88.13,Gold,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0702-001,Granite Screen Studios Group PLC,7279255864.84,GB,71,,50465,False,nan,2022-07-02,False,2022-08-01,2022-11-09,ransomware,,Not Available,Unknown,,56133.0,,"SCADA,active_directory,SSO",81.75,https://www.ico.org.uk/decisions/2022/05/INQ-2022-00644,,gdpr_notification,1,92.23,Gold,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-1022-003,MarketFresh Stores Corp.,108537488953.55,CA,44-45,,723769,True,MAR1.TO,2025-10-22,False,2025-10-29,2025-11-17,ransomware,,Phishing Email with Weaponized Attachment → Credential Theft via Mimikatz → Lateral Movement via RDP/SMB → Active Directory Compromise → Ransomware Deployment Across Domain-Joined Hosts,Akira,suspected,632434.0,financial,"website,CRM,cloud_infrastructure,customer_database,active_directory",53.6,https://www.crowdstrike.com/blog/marketfresh-stores-c-intrusion-analysis-2025/,,cybersecurity_firm,3,60.48,Bronze,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0703-001,Quantum Bravo Schools Technologies Ltd.,158654569.62,IL,61,,3643,False,nan,2023-07-03,False,2023-07-10,2023-08-14,ransomware,malware,Phishing Email with Weaponized Attachment → Credential Theft via Mimikatz → Lateral Movement via RDP/SMB → Active Directory Compromise → Ransomware Deployment Across Domain-Joined Hosts,APT41,suspected,4644.0,financial,SSO,84.34,https://www.crowdstrike.com/blog/quantum-bravo-school-intrusion-analysis-2023/,https://www.bleepingcomputer.com/news/security/quantum-bravo-schools-tec-hit-by-cyberattack-2023/,cybersecurity_firm,3,50.14,Bronze,low_quality_score,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0715-001,BulkDirect Wholesale Ltda.,9760630250.54,BR,42,48-49,33834,True,BULK.SA,2022-07-15,False,2022-07-27,2022-09-01,ransomware,,Phishing Email with Weaponized Attachment → Credential Theft via Mimikatz → Lateral Movement via RDP/SMB → Active Directory Compromise → Ransomware Deployment Across Domain-Joined Hosts,Hunters International,probable,26007.0,mixed,VPN,35.57,https://www.bleepingcomputer.com/news/security/bulkdirect-wholesale-ltda-hit-by-cyberattack-2022/,,verified_media,4,74.89,Silver,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0130-001,Granite Hawk Labs Group Inc.,8315859874.51,US,62,54,34182,True,GHL,2025-01-30,False,2025-02-08,2025-03-18,backdoor,apt,Exploitation of Unpatched VPN Appliance → Web Shell Implant → SSH Backdoor Installed → Persistent Access Maintained for 6+ Months → Bulk Data Exfiltration,BlackCat/ALPHV,suspected,56133.0,,VPN,53.6,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001058213&type=8-K&dateb=20250213&owner=include&count=10,https://www.bfdi.bund.de/decisions/2025/02/INQ-2025-00648,sec_filing,1,82.86,Silver,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0318-002,Brennan Software N.V.,640396276.87,NL,51,,2196,True,BREN.AS,2021-03-18,False,2021-06-16,2021-07-06,supply_chain,ransomware,Compromised Third-Party Software Update → Trojanized DLL Sideloaded → C2 Beacon Established → Persistent Access Across Customer Environments,RansomHub,probable,56133.0,,"cloud_infrastructure,customer_database,HR_systems,website,SCADA",144.06,https://www.mandiant.com/resources/blog/brennan-software-nv-incident-response-2021,,cybersecurity_firm,3,74.8,Silver,,Incident Scope Expanded During Investigation; Initial Disclosure Understated Impact,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-1001-003,Eclipse Wolverine Administration Corp.,1071616600.93,US,92,,12820,False,nan,2023-10-01,False,2024-04-02,2024-04-05,supply_chain,ddos,Not Available,Royal,probable,56133.0,,"manufacturing_OT,email,customer_database,file_servers,cloud_infrastructure",53.6,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001423028&type=8-K&dateb=20230228&owner=include&count=10,,sec_filing,1,85.71,Gold,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0627-001,Gutierrez Assurance Ltda.,132933580.37,BR,52,,360,False,nan,2025-06-27,False,2025-07-14,2025-09-15,malware,,Trojanized Installer via SEO-Poisoned Download → Fileless PowerShell Execution → Registry Run-Key Persistence → Credential Dumping via LSASS → Data Staged for Exfiltration,NoName057,probable,29748.0,mixed,"customer_database,backup_systems,file_servers,payment_systems,VPN",352.06,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001019232&type=8-K&dateb=20251009&owner=include&count=10,,sec_filing,1,83.88,Silver,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0114-001,Aldridge Department Inc.,44037690502.25,US,92,,341000,False,nan,2024-01-14,False,2024-03-16,2024-04-02,data_breach,,Not Available,Medusa,suspected,979705.0,PII,"cloud_infrastructure,file_servers",53.6,https://unit42.paloaltonetworks.com/threat-brief-aldridge-department--2024/,,cybersecurity_firm,3,70.76,Silver,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0302-001,Edmonton BioSciences Inc.,45648907853.35,CA,62,,196078,True,EDMO.TO,2025-03-02,True,2025-06-04,2025-08-08,apt,,Zero-Day Exploit in Edge Device → Fileless Implant in Memory → Scheduled Task Persistence → Low-And-Slow Data Staging → Encrypted Exfiltration over DNS Tunneling,Unknown,,24967.0,PII,"payment_systems,email,active_directory,customer_database",55.32,https://www.edmonton-biosciences-inc.com/newsroom/2025/06/security-update,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001146837&type=8-K&dateb=20250623&owner=include&count=10,company_pr,2,74.76,Silver,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2025-0715-001,Onyx Quantum Administration Corp.,11134120153.96,US,92,,98373,False,nan,2025-07-15,False,2025-08-18,2025-08-28,phishing,,Spear-Phishing Campaign Targeting Finance Team → Credential Harvesting Through Cloned SSO Portal → Email Account Compromise → BEC Wire Transfer or Data Exfiltration,Unknown,,2143.0,IP,file_servers,53.6,https://www.onyx-quantum-administrati.com/newsroom/2025/07/security-update,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001869728&type=8-K&dateb=20250310&owner=include&count=10,company_pr,2,92.16,Gold,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0430-001,Munich Office AG,671443919.13,DE,92,22,6199,False,nan,2023-04-30,False,2023-06-29,2023-08-07,phishing,,Spear-Phishing Campaign Targeting Finance Team → Credential Harvesting Through Cloned SSO Portal → Email Account Compromise → BEC Wire Transfer or Data Exfiltration,Rhysida,suspected,2110373.0,PII,"SSO,website",53.6,https://blog.talosintelligence.com/2023/04/munich-office-ag-campaign.html,https://www.aepd.es/decisions/2023/06/INQ-2023-00655,cybersecurity_firm,3,77.39,Silver,,Revenue Estimated From Dun & Bradstreet Industry Median,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-1025-001,MartQuick Commerce AG,65590235.99,CH,44-45,,479,True,MART.SW,2021-10-25,False,2021-11-10,2021-11-24,supply_chain,,Compromised Third-Party Software Update → Trojanized DLL Sideloaded → C2 Beacon Established → Persistent Access Across Customer Environments,Unknown,,56133.0,,email,785.05,https://www.crowdstrike.com/blog/martquick-commerce-a-intrusion-analysis-2021/,https://www.edpb.europa.eu/decisions/2021/09/INQ-2021-00656,cybersecurity_firm,3,78.55,Silver,,Initially Reported As IT Maintenance Outage; Later Reclassified As Security Incident,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0601-001,PressAlloy Materials Inc.,311510018.51,CA,31-33,,1534,False,nan,2024-06-01,False,2024-06-07,2024-07-16,phishing,,Spear-Phishing Campaign Targeting Finance Team → Credential Harvesting Through Cloned SSO Portal → Email Account Compromise → BEC Wire Transfer or Data Exfiltration,BianLian,suspected,27052.0,PII,"CRM,SSO,website",53.6,https://www.pressalloy-materials-inc.com/newsroom/2024/03/security-update,,company_pr,2,60.5,Bronze,,Partial Remediation Completed Within 48H; Full Recovery Took 21 Days,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2021-0902-002,GuestWelcome Hotels Corp.,5916579982.58,DK,72,,83280,True,GUES.CO,2021-09-02,False,2021-10-05,2022-01-07,phishing,,Not Available,Royal,suspected,4471.0,health,file_servers,53.6,https://blog.talosintelligence.com/2021/10/guestwelcome-hotels--campaign.html,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001864984&type=8-K&dateb=20210910&owner=include&count=10,cybersecurity_firm,2,60.36,Bronze,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0501-002,Indigo Retreat Resorts Inc.,1686999948.9,CA,72,,23140,True,IRR.TO,2024-05-01,False,2024-06-01,2024-07-26,data_breach,,Misconfigured Cloud Storage Bucket Discovered by Automated Scanner → Bulk Data Download over 72 Hours → Data Posted to Dark Web Marketplace,RansomHub,probable,53930.0,financial,email,53.6,https://www.bfdi.bund.de/decisions/2024/07/INQ-2024-00659,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001210523&type=8-K&dateb=20240910&owner=include&count=10,gdpr_notification,1,83.8,Silver,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0411-001,Ridge Cargo Shipping Inc.,141316124.71,NO,48-49,,1268,True,RCS.OL,2024-04-11,False,2024-04-13,2024-04-26,apt,,Not Available,RansomHub,confirmed,17013.0,PII,"VPN,ERP,SSO,cloud_infrastructure",86.96,https://www.mandiant.com/resources/blog/ridge-cargo-shipping-incident-response-2024,https://www.bfdi.bund.de/decisions/2024/03/INQ-2024-00660,cybersecurity_firm,3,89.65,Gold,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2024-0607-002,Quinn Group Co.,1055613343.53,US,71,92,4905,True,QUIN,2024-06-07,False,2024-06-17,2024-07-24,data_breach,,Not Available,NoName057,unknown,56133.0,,"CRM,payment_systems,SCADA,cloud_infrastructure",53.6,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001534705&type=8-K&dateb=20241226&owner=include&count=10,https://www.mandiant.com/resources/blog/quinn-group-co-incident-response-2024,sec_filing,1,79.35,Silver,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-0516-001,Indigo Bio MedTech Inc.,56095970.58,NO,62,,698,False,nan,2022-05-16,False,2022-05-28,2022-07-27,phishing,backdoor,Spear-Phishing Campaign Targeting Finance Team → Credential Harvesting Through Cloned SSO Portal → Email Account Compromise → BEC Wire Transfer or Data Exfiltration,Unknown,,12095.0,financial,"SSO,file_servers,SCADA",53.6,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001724534&type=8-K&dateb=20220807&owner=include&count=10,,sec_filing,1,92.85,Gold,,Employee Count Approximate; Sourced From LinkedIn Company Page,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0422-001,Titan Ironwood Platforms Group Inc.,274905309.35,US,51,,956,True,TIP,2023-04-22,False,2023-06-26,2023-09-24,phishing,,Spear-Phishing Campaign Targeting Finance Team → Credential Harvesting Through Cloned SSO Portal → Email Account Compromise → BEC Wire Transfer or Data Exfiltration,DarkSide,unknown,15849.0,IP,"HR_systems,website,customer_database,cloud_infrastructure",53.6,https://www.titan-ironwood-platforms-.com/newsroom/2023/12/security-update,,company_pr,2,54.02,Bronze,low_quality_score,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2022-1106-001,CarbonTool Materials Co.,107811941.06,BE,31-33,,793,True,CARB.BR,2022-11-06,True,2022-11-09,2022-12-29,ransomware,,Phishing Email with Weaponized Attachment → Credential Theft via Mimikatz → Lateral Movement via RDP/SMB → Active Directory Compromise → Ransomware Deployment Across Domain-Joined Hosts,BlackSuit,probable,56133.0,,"ERP,file_servers,HR_systems,SSO",24.67,https://krebsonsecurity.com/2022/04/carbontool-materials-breach-exposes-data/,,verified_media,4,56.56,Bronze,low_quality_score,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-1212-001,Winnipeg Sciences Holdings Inc.,787476791.09,CA,62,,4572,True,WINN.TO,2023-12-12,False,2024-02-13,2024-03-31,malware,,Trojanized Installer via SEO-Poisoned Download → Fileless PowerShell Execution → Registry Run-Key Persistence → Credential Dumping via LSASS → Data Staged for Exfiltration,REvil,confirmed,56133.0,,"manufacturing_OT,cloud_infrastructure",97.45,https://www.winnipeg-sciences-holding.com/newsroom/2023/04/security-update,https://unit42.paloaltonetworks.com/threat-brief-winnipeg-sciences-ho-2023/,company_pr,2,78.85,Silver,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0808-002,Spectrum Fox Communications Pvt. Ltd.,86699528.19,IN,51,52,203,False,nan,2023-08-08,False,2024-02-04,2024-03-11,data_breach,,Not Available,Unknown,,388151.0,PII,"active_directory,HR_systems",53.6,https://www.spectrum-fox-communicatio.com/newsroom/2023/08/security-update,,company_pr,2,76.25,Silver,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0823-002,Detroit MedTech Holdings Inc.,4734908941.85,MX,62,,47482,False,nan,2023-08-23,True,2023-11-26,2023-12-09,phishing,,Spear-Phishing Campaign Targeting Finance Team → Credential Harvesting Through Cloned SSO Portal → Email Account Compromise → BEC Wire Transfer or Data Exfiltration,Conti,probable,116719.0,PII,"website,backup_systems",53.6,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001446929&type=8-K&dateb=20230528&owner=include&count=10,,sec_filing,1,89.66,Gold,,N/A,2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
2023-0129-002,Flint Sierra Production Holdings PLC,58463184.04,GB,31-33,,409,False,nan,2023-01-29,False,2023-02-12,2023-02-27,malware,ddos,Not Available,APT41,suspected,865968.0,IP,"cloud_infrastructure,SCADA,active_directory,HR_systems",45.32,https://www.bleepingcomputer.com/news/security/flint-sierra-production-h-hit-by-cyberattack-2023/,,verified_media,4,91.3,Gold,,Incident Date Based On Forensic Timeline Reconstruction (+-2 Days),2026-02-12T10:00:00Z,2026-02-12T10:00:00Z
